S.No,Symbol,LTP,Point Change,% Change,Open,High,Low,Volume,Prev. Close
                                        194,SAGF,                                        8.60,                                        0.00,                                        0.00,                                        8.60,                                        8.60,                                        8.60,                                        500.00,                                        8.60
                                        195,SAHAS,                                        526.00,                                        1.00,                                        0.19,                                        519.00,                                        534.00,                                        519.00,                                        890.00,                                        525.00
                                        196,SALICO,                                        659.00,                                        0.00,                                        0.00,                                        659.00,                                        659.00,                                        659.00,                                        55.00,                                        659.00
                                        197,SAMAJ,"                                        1,762.90",                                        -195.80,                                        -10.00,"                                        1,919.60","                                        1,919.60","                                        1,762.90",                                        260.00,"                                        1,958.70"
                                        198,SANIMA,                                        234.00,                                        0.90,                                        0.39,                                        233.00,                                        237.70,                                        233.00,"                                        2,922.00",                                        233.10
                                        199,SAPDBL,                                        255.00,                                        0.00,                                        0.00,                                        259.90,                                        259.90,                                        255.00,                                        162.00,                                        255.00
                                        200,SBCF,                                        7.33,                                        -0.14,                                        -1.87,                                        7.33,                                        7.33,                                        7.33,                                        100.00,                                        7.47
                                        201,SBI,                                        285.00,                                        -1.50,                                        -0.52,                                        290.00,                                        290.00,                                        285.00,"                                        4,270.00",                                        286.50
                                        202,SBID89,                                        918.00,                                        17.80,                                        1.98,                                        917.90,                                        918.00,                                        917.90,                                        40.00,                                        900.20
                                        203,SBL,                                        220.60,                                        -2.40,                                        -1.08,                                        220.20,                                        225.00,                                        220.20,"                                        5,867.00",                                        223.00
                                        204,SCB,                                        505.50,                                        -4.50,                                        -0.88,                                        513.00,                                        513.00,                                        505.50,"                                        1,283.00",                                        510.00
                                        205,SDLBSL,                                        601.80,                                        6.80,                                        1.14,                                        590.00,                                        601.80,                                        590.00,                                        145.00,                                        595.00
                                        206,SFCL,                                        307.00,                                        -2.00,                                        -0.65,                                        315.00,                                        318.90,                                        307.00,"                                        2,820.00",                                        309.00
                                        207,SGHC,                                        308.50,                                        2.50,                                        0.82,                                        302.00,                                        324.00,                                        302.00,"                                        1,140.00",                                        306.00
                                        208,SGIC,                                        496.30,                                        0.00,                                        0.00,                                        496.00,                                        505.80,                                        496.00,"                                        1,561.00",                                        496.30
                                        209,SHEL,                                        212.50,                                        1.50,                                        0.71,                                        211.00,                                        216.00,                                        211.00,"                                        2,105.00",                                        211.00
                                        210,SHINE,                                        370.00,                                        0.00,                                        0.00,                                        372.00,                                        374.00,                                        370.00,"                                        12,817.00",                                        370.00
                                        211,SHIVM,                                        465.70,                                        1.80,                                        0.39,                                        462.00,                                        471.00,                                        460.10,"                                        17,418.00",                                        463.90
                                        212,SHL,                                        436.10,                                        3.10,                                        0.72,                                        433.10,                                        440.00,                                        432.00,"                                        1,620.00",                                        433.00
                                        213,SHLB,                                        825.00,                                        0.00,                                        0.00,                                        820.00,                                        825.00,                                        820.00,                                        20.00,                                        825.00
                                        214,SHPC,                                        337.60,                                        0.40,                                        0.12,                                        334.00,                                        342.00,                                        334.00,"                                        3,636.00",                                        337.20
                                        215,SICL,                                        681.00,                                        0.80,                                        0.12,                                        676.00,                                        685.00,                                        676.00,                                        344.00,                                        680.20
                                        216,SIFC,                                        365.00,                                        1.00,                                        0.27,                                        370.00,                                        370.00,                                        364.00,"                                        2,499.00",                                        364.00
                                        217,SIGS2,                                        7.92,                                        -0.31,                                        -3.77,                                        8.07,                                        8.07,                                        7.92,"                                        2,425.00",                                        8.23
                                        218,SIGS3,                                        9.36,                                        0.36,                                        4.00,                                        9.00,                                        9.36,                                        9.00,                                        700.00,                                        9.00
                                        219,SIKLES,                                        499.00,                                        -9.60,                                        -1.89,                                        515.00,                                        515.00,                                        499.00,"                                        5,070.00",                                        508.60
                                        220,SINDU,                                        312.00,                                        0.00,                                        0.00,                                        316.80,                                        329.00,                                        305.80,"                                        7,602.00",                                        312.00
                                        221,SJCL,                                        279.30,                                        4.30,                                        1.56,                                        270.30,                                        285.00,                                        270.30,"                                        2,240.00",                                        275.00
                                        222,SJLIC,                                        474.50,                                        -8.60,                                        -1.78,                                        480.00,                                        485.00,                                        474.50,"                                        13,583.00",                                        483.10
                                        223,SKBBL,                                        820.00,                                        -2.00,                                        -0.24,                                        820.00,                                        820.00,                                        820.00,                                        20.00,                                        822.00
                                        224,SLBBL,                                        570.10,                                        -4.90,                                        -0.85,                                        570.10,                                        570.10,                                        570.10,                                        19.00,                                        575.00
                                        225,SLBSL,                                        760.60,                                        -30.90,                                        -3.90,                                        775.70,                                        775.70,                                        760.60,                                        57.00,                                        791.50
                                        226,SLCF,                                        7.53,                                        -0.25,                                        -3.21,                                        7.63,                                        7.63,                                        7.53,                                        250.00,                                        7.78
                                        227,SMATA,                                        577.10,                                        -10.90,                                        -1.85,                                        576.30,                                        587.80,                                        576.30,                                        90.00,                                        588.00
                                        228,SMH,                                        684.20,                                        -5.50,                                        -0.80,                                        676.00,                                        699.00,                                        676.00,                                        280.00,                                        689.70
                                        229,SMHL,                                        477.90,                                        9.90,                                        2.12,                                        477.30,                                        495.00,                                        465.90,"                                        1,965.00",                                        468.00
                                        230,SMJC,                                        390.30,                                        3.30,                                        0.85,                                        389.50,                                        415.00,                                        386.00,"                                        18,662.00",                                        387.00
                                        231,SNLI,                                        596.00,                                        -3.80,                                        -0.63,                                        598.00,                                        605.00,                                        594.00,"                                        32,287.00",                                        599.80
                                        232,SONA,                                        413.40,                                        5.40,                                        1.32,                                        408.00,                                        421.20,                                        406.10,"                                        27,745.00",                                        408.00
                                        233,SPC,                                        608.00,                                        -7.00,                                        -1.14,                                        608.00,                                        615.00,                                        608.00,                                        821.00,                                        615.00
                                        234,SPDL,                                        250.10,                                        3.00,                                        1.21,                                        244.00,                                        257.00,                                        244.00,"                                        8,976.00",                                        247.10
                                        235,SPHL,                                        470.00,                                        0.00,                                        0.00,                                        479.00,                                        479.00,                                        462.00,"                                        1,090.00",                                        470.00
                                        236,SPIL,                                        725.00,                                        1.00,                                        0.14,                                        729.00,                                        729.00,                                        715.00,"                                        1,607.00",                                        724.00
                                        237,SPL,                                        642.60,                                        12.60,                                        2.00,                                        619.00,                                        642.60,                                        619.00,                                        640.00,                                        630.00
                                        238,SRLI,                                        425.00,                                        0.00,                                        0.00,                                        417.00,                                        427.00,                                        417.00,"                                        2,362.00",                                        425.00
                                        239,SSHL,                                        163.00,                                        2.20,                                        1.37,                                        160.00,                                        167.90,                                        160.00,"                                        17,827.00",                                        160.80
                                        240,STC,"                                        5,000.00",                                        80.00,                                        1.63,"                                        4,900.00","                                        5,013.00","                                        4,880.00","                                        1,672.00","                                        4,920.00"
                                        241,SWBBL,                                        704.00,                                        -4.50,                                        -0.64,                                        700.00,                                        704.00,                                        700.00,                                        30.00,                                        708.50
                                        242,SWMF,                                        651.10,                                        -6.90,                                        -1.05,                                        645.60,                                        651.10,                                        645.60,                                        61.00,                                        658.00
                                        243,TAMOR,                                        399.20,                                        3.80,                                        0.96,                                        392.00,                                        410.00,                                        392.00,"                                        12,066.00",                                        395.40
                                        244,TPC,                                        554.80,                                        17.80,                                        3.31,                                        527.00,                                        558.60,                                        527.00,                                        90.00,                                        537.00
                                        245,TSHL,                                        490.00,                                        0.00,                                        0.00,                                        485.00,                                        500.00,                                        475.30,"                                        3,058.00",                                        490.00
                                        246,TVCL,                                        546.10,                                        4.60,                                        0.85,                                        530.70,                                        563.30,                                        530.70,                                        559.00,                                        541.50
                                        247,UAIL,                                        520.00,                                        0.00,                                        0.00,                                        530.40,                                        530.40,                                        520.00,                                        116.00,                                        520.00
                                        248,UHEWA,                                        352.00,                                        -12.00,                                        -3.30,                                        357.00,                                        360.00,                                        352.00,"                                        1,140.00",                                        364.00
                                        249,ULHC,                                        314.50,                                        -9.50,                                        -2.93,                                        320.00,                                        325.00,                                        314.50,"                                        2,630.00",                                        324.00
                                        250,UMHL,                                        254.00,                                        2.00,                                        0.79,                                        248.40,                                        258.30,                                        248.40,"                                        5,548.00",                                        252.00
                                        251,UMRH,                                        362.00,                                        3.10,                                        0.86,                                        362.00,                                        368.90,                                        361.00,"                                        6,603.00",                                        358.90
                                        252,UNHPL,                                        245.00,                                        1.80,                                        0.74,                                        238.40,                                        249.80,                                        238.40,"                                        10,212.00",                                        243.20
                                        253,UNL,"                                        39,200.00",                                        -800.00,                                        -2.00,"                                        39,200.00","                                        39,200.00","                                        39,200.00",                                        10.00,"                                        40,000.00"
                                        254,UNLB,"                                        1,212.10",                                        -5.90,                                        -0.48,"                                        1,219.90","                                        1,220.00","                                        1,212.10",                                        75.00,"                                        1,218.00"
                                        255,UPCL,                                        210.20,                                        0.80,                                        0.38,                                        213.00,                                        217.00,                                        208.00,"                                        21,922.00",                                        209.40
                                        256,UPPER,                                        200.10,                                        4.80,                                        2.46,                                        193.70,                                        206.90,                                        193.60,"                                        8,618.00",                                        195.30
                                        257,USHEC,                                        369.70,                                        -0.30,                                        -0.08,                                        363.10,                                        383.00,                                        363.10,"                                        2,720.00",                                        370.00
                                        258,USHL,                                        484.20,                                        13.20,                                        2.80,                                        462.10,                                        504.00,                                        462.10,                                        590.00,                                        471.00
                                        259,USLB,"                                        1,035.00",                                        -10.00,                                        -0.96,"                                        1,028.00","                                        1,035.00","                                        1,028.00",                                        130.00,"                                        1,045.00"
                                        260,VLUCL,                                        523.20,                                        2.20,                                        0.42,                                        515.10,                                        535.00,                                        515.10,"                                        5,884.00",                                        521.00
