S.No,Symbol,LTP,Point Change,% Change,Open,High,Low,Volume,Prev. Close
                                        193,NWCL,                                        765.00,                                        16.30,                                        2.18,                                        734.30,                                        790.00,                                        734.30,"                                        33,368.00",                                        748.70
                                        194,NYADI,                                        285.00,                                        -9.90,                                        -3.36,                                        290.00,                                        292.00,                                        280.00,"                                        18,108.00",                                        294.90
                                        195,OHL,                                        760.00,                                        -10.00,                                        -1.30,                                        762.00,                                        780.00,                                        747.80,"                                        5,980.00",                                        770.00
                                        196,PBD85,                                        902.00,                                        2.00,                                        0.22,                                        902.00,                                        902.00,                                        902.00,                                        10.00,                                        900.00
                                        197,PBD88,"                                        1,001.00",                                        1.00,                                        0.10,"                                        1,000.00","                                        1,001.00","                                        1,000.00",                                        125.00,"                                        1,000.00"
                                        198,PBLD84,"                                        1,002.00",                                        -3.00,                                        -0.30,"                                        1,001.00","                                        1,002.00","                                        1,001.00",                                        450.00,"                                        1,005.00"
                                        199,PCBL,                                        197.00,                                        -0.80,                                        -0.40,                                        194.10,                                        197.90,                                        194.10,"                                        61,988.00",                                        197.80
                                        200,PFL,                                        365.30,                                        0.30,                                        0.08,                                        365.10,                                        383.00,                                        363.00,"                                        15,116.00",                                        365.00
                                        201,PHCL,                                        326.20,                                        -21.80,                                        -6.26,                                        341.10,                                        342.00,                                        323.40,"                                        95,869.00",                                        348.00
                                        202,PMHPL,                                        259.00,                                        -4.60,                                        -1.75,                                        268.80,                                        268.80,                                        254.00,"                                        17,222.00",                                        263.60
                                        203,PMLI,                                        510.00,                                        -4.00,                                        -0.78,                                        506.50,                                        520.00,                                        505.00,"                                        6,806.00",                                        514.00
                                        204,PPCL,                                        274.00,                                        -6.00,                                        -2.14,                                        278.00,                                        286.90,                                        270.10,"                                        48,583.00",                                        280.00
                                        205,PPL,                                        342.00,                                        -2.20,                                        -0.64,                                        345.00,                                        356.00,                                        340.00,"                                        43,556.00",                                        344.20
                                        206,PRIN,                                        772.00,                                        -6.90,                                        -0.89,                                        783.00,                                        792.00,                                        767.00,"                                        8,321.00",                                        778.90
                                        207,PROFL,                                        314.30,                                        -1.70,                                        -0.54,                                        320.00,                                        326.00,                                        314.00,"                                        48,981.00",                                        316.00
                                        208,PRSF,                                        8.40,                                        -0.01,                                        -0.12,                                        8.41,                                        8.41,                                        8.38,                                        900.00,                                        8.41
                                        209,PRVU,                                        149.40,                                        -1.20,                                        -0.80,                                        150.00,                                        152.00,                                        149.00,"                                        74,676.00",                                        150.60
                                        210,PSF,                                        8.60,                                        0.18,                                        2.14,                                        8.40,                                        8.85,                                        8.40,"                                        210,600.00",                                        8.42
                                        211,RADHI,                                        249.00,                                        -11.00,                                        -4.23,                                        257.00,                                        262.10,                                        247.20,"                                        81,792.00",                                        260.00
                                        212,RAWA,                                        467.00,                                        -25.00,                                        -5.08,                                        485.00,                                        510.00,                                        467.00,"                                        7,415.00",                                        492.00
                                        213,RBCL,"                                        13,513.00",                                        -367.00,                                        -2.64,"                                        14,157.00","                                        14,157.00","                                        13,500.00",                                        475.00,"                                        13,880.00"
                                        214,RBCLPO,"                                        10,846.60",                                        -253.40,                                        -2.28,"                                        11,290.00","                                        11,290.00","                                        10,634.00",                                        101.00,"                                        11,100.00"
                                        215,RFPL,                                        321.10,                                        -8.10,                                        -2.46,                                        322.70,                                        335.00,                                        321.10,"                                        82,016.00",                                        329.20
                                        216,RHGCL,                                        300.00,                                        -7.70,                                        -2.50,                                        305.00,                                        317.00,                                        291.10,"                                        43,825.00",                                        307.70
                                        217,RHPL,                                        284.00,                                        -3.10,                                        -1.08,                                        287.00,                                        290.00,                                        281.40,"                                        29,521.00",                                        287.10
                                        218,RIDI,                                        193.00,                                        -9.00,                                        -4.46,                                        200.00,                                        204.00,                                        192.10,"                                        63,304.00",                                        202.00
                                        219,RLFL,                                        351.30,                                        -6.70,                                        -1.87,                                        365.10,                                        368.00,                                        351.00,"                                        32,810.00",                                        358.00
                                        220,RMF1,                                        7.67,                                        -0.09,                                        -1.16,                                        7.65,                                        7.68,                                        7.65,"                                        6,000.00",                                        7.76
                                        221,RMF2,                                        8.33,                                        -0.16,                                        -1.88,                                        8.33,                                        8.33,                                        8.33,                                        610.00,                                        8.49
                                        222,RNLI,                                        428.60,                                        -4.70,                                        -1.08,                                        430.00,                                        440.00,                                        428.10,"                                        37,209.00",                                        433.30
                                        223,RSDC,                                        525.00,                                        -13.00,                                        -2.42,                                        545.00,                                        545.00,                                        525.00,"                                        6,791.00",                                        538.00
                                        224,RURU,                                        709.40,                                        -10.50,                                        -1.46,                                        706.20,                                        726.00,                                        706.20,"                                        1,150.00",                                        719.90
                                        225,SABSL,                                        602.00,                                        -10.80,                                        -1.76,                                        625.00,                                        625.00,                                        602.00,                                        553.00,                                        612.80
                                        226,SADBL,                                        298.90,                                        -2.90,                                        -0.96,                                        302.00,                                        302.00,                                        297.10,"                                        20,498.00",                                        301.80
                                        227,SADBLP,                                        173.00,                                        0.00,                                        0.00,                                        173.00,                                        173.00,                                        173.00,"                                        12,200.00",                                        173.00
                                        228,SAEF,                                        9.82,                                        -0.01,                                        -0.10,                                        9.96,                                        10.10,                                        9.82,"                                        14,950.00",                                        9.83
                                        229,SAGF,                                        8.63,                                        0.01,                                        0.12,                                        8.60,                                        8.70,                                        8.60,"                                        1,000.00",                                        8.62
                                        230,SAHAS,                                        536.00,                                        -14.90,                                        -2.70,                                        550.00,                                        550.00,                                        533.40,"                                        28,115.00",                                        550.90
                                        231,SALICO,                                        659.00,                                        -4.00,                                        -0.60,                                        655.00,                                        676.20,                                        655.00,"                                        6,781.00",                                        663.00
                                        232,SALICOPO,                                        363.60,                                        363.60,                                        0.00,                                        394.00,                                        394.00,                                        363.60,                                        50.00,                                        0.00
                                        233,SAMAJ,"                                        2,176.30",                                        197.80,                                        10.00,"                                        2,018.00","                                        2,176.30","                                        2,018.00","                                        1,396.00","                                        1,978.50"
                                        234,SANIMA,                                        234.90,                                        -0.10,                                        -0.04,                                        235.50,                                        239.60,                                        234.70,"                                        50,606.00",                                        235.00
                                        235,SAPDBL,                                        254.20,                                        -4.90,                                        -1.89,                                        257.00,                                        262.80,                                        253.40,"                                        15,577.00",                                        259.10
                                        236,SBCF,                                        7.57,                                        -0.11,                                        -1.43,                                        7.56,                                        7.57,                                        7.56,                                        400.00,                                        7.68
                                        237,SBD87,                                        890.00,                                        -10.00,                                        -1.11,                                        885.00,                                        890.00,                                        885.00,                                        85.00,                                        900.00
                                        238,SBI,                                        288.00,                                        -1.00,                                        -0.35,                                        289.20,                                        294.70,                                        285.10,"                                        62,823.00",                                        289.00
                                        239,SBL,                                        226.00,                                        0.00,                                        0.00,                                        221.60,                                        228.00,                                        221.60,"                                        28,291.00",                                        226.00
                                        240,SBLD2082,"                                        1,012.20",                                        -7.80,                                        -0.76,"                                        1,012.20","                                        1,012.20","                                        1,012.20",                                        25.00,"                                        1,020.00"
                                        241,SBLPO,                                        135.00,                                        0.00,                                        0.00,                                        135.00,                                        135.00,                                        135.00,"                                        100,000.00",                                        135.00
                                        242,SCB,                                        513.10,                                        -7.90,                                        -1.52,                                        518.50,                                        520.00,                                        513.10,"                                        13,942.00",                                        521.00
                                        243,SDLBSL,                                        607.00,                                        -18.00,                                        -2.88,                                        625.00,                                        625.00,                                        603.00,"                                        2,466.00",                                        625.00
                                        244,SEF,                                        8.19,                                        0.16,                                        1.99,                                        8.19,                                        8.19,                                        8.19,                                        125.00,                                        8.03
                                        245,SFCL,                                        307.10,                                        2.10,                                        0.69,                                        310.90,                                        318.00,                                        305.20,"                                        66,549.00",                                        305.00
                                        246,SFEF,                                        8.00,                                        0.00,                                        0.00,                                        7.90,                                        8.00,                                        7.90,                                        600.00,                                        8.00
                                        247,SFMF,                                        9.60,                                        0.05,                                        0.52,                                        9.40,                                        9.60,                                        9.40,"                                        25,300.00",                                        9.55
                                        248,SGHC,                                        315.00,                                        -16.00,                                        -4.83,                                        325.10,                                        333.00,                                        313.80,"                                        27,052.00",                                        331.00
                                        249,SGIC,                                        506.90,                                        -5.10,                                        -1.00,                                        511.00,                                        516.90,                                        505.00,"                                        25,708.00",                                        512.00
                                        250,SHEL,                                        211.00,                                        -10.20,                                        -4.61,                                        221.00,                                        224.00,                                        210.50,"                                        12,842.00",                                        221.20
                                        251,SHINE,                                        375.10,                                        -4.90,                                        -1.29,                                        380.00,                                        395.30,                                        374.00,"                                        34,559.00",                                        380.00
                                        252,SHIVM,                                        467.10,                                        -0.90,                                        -0.19,                                        468.00,                                        474.80,                                        465.00,"                                        76,949.00",                                        468.00
                                        253,SHL,                                        440.00,                                        -7.00,                                        -1.57,                                        453.60,                                        453.60,                                        436.00,"                                        41,416.00",                                        447.00
                                        254,SHLB,                                        860.00,                                        -15.00,                                        -1.71,                                        861.00,                                        872.00,                                        858.00,                                        550.00,                                        875.00
                                        255,SHPC,                                        346.80,                                        1.60,                                        0.46,                                        345.00,                                        350.00,                                        344.50,"                                        40,026.00",                                        345.20
                                        256,SICL,                                        686.10,                                        -15.90,                                        -2.26,                                        702.00,                                        702.00,                                        685.00,"                                        16,319.00",                                        702.00
                                        257,SIFC,                                        358.90,                                        1.90,                                        0.53,                                        363.90,                                        375.00,                                        355.00,"                                        30,907.00",                                        357.00
                                        258,SIGS2,                                        8.23,                                        0.07,                                        0.86,                                        8.29,                                        8.39,                                        8.23,"                                        9,800.00",                                        8.16
                                        259,SIGS3,                                        8.89,                                        0.12,                                        1.37,                                        8.77,                                        8.93,                                        8.77,"                                        1,300.00",                                        8.77
                                        260,SIKLES,                                        496.00,                                        -13.10,                                        -2.57,                                        509.00,                                        519.20,                                        495.00,"                                        13,240.00",                                        509.10
                                        261,SINDU,                                        314.00,                                        -1.90,                                        -0.60,                                        318.00,                                        320.00,                                        310.00,"                                        11,020.00",                                        315.90
                                        262,SJCL,                                        280.00,                                        -5.90,                                        -2.06,                                        285.00,                                        288.00,                                        280.00,"                                        14,699.00",                                        285.90
                                        263,SJLIC,                                        491.20,                                        -9.80,                                        -1.96,                                        510.90,                                        510.90,                                        491.20,"                                        19,675.00",                                        501.00
                                        264,SKBBL,                                        826.00,                                        -4.20,                                        -0.51,                                        828.00,                                        840.00,                                        821.20,"                                        14,704.00",                                        830.20
                                        265,SLBBL,                                        633.10,                                        -20.80,                                        -3.18,                                        653.00,                                        659.90,                                        630.00,"                                        11,562.00",                                        653.90
                                        266,SLBBLP,                                        410.00,                                        0.00,                                        0.00,                                        410.00,                                        410.00,                                        410.00,"                                        20,000.00",                                        410.00
                                        267,SLBSL,                                        790.30,                                        -29.70,                                        -3.62,                                        836.40,                                        836.40,                                        778.00,"                                        3,468.00",                                        820.00
                                        268,SLCF,                                        7.87,                                        -0.08,                                        -1.01,                                        7.86,                                        7.87,                                        7.85,"                                        8,175.00",                                        7.95
                                        269,SMATA,                                        607.00,                                        -1.50,                                        -0.25,                                        609.90,                                        620.00,                                        598.00,                                        489.00,                                        608.50
                                        270,SMB,                                        947.00,                                        -12.50,                                        -1.30,                                        951.00,                                        978.00,                                        947.00,                                        797.00,                                        959.50
                                        271,SMFBS,                                        880.00,                                        13.00,                                        1.50,                                        879.90,                                        884.00,                                        832.80,"                                        1,111.00",                                        867.00
                                        272,SMH,                                        690.00,                                        9.80,                                        1.44,                                        693.00,                                        706.80,                                        665.00,"                                        6,076.00",                                        680.20
                                        273,SMHL,                                        478.90,                                        -15.60,                                        -3.15,                                        504.30,                                        504.30,                                        471.20,"                                        34,116.00",                                        494.50
                                        274,SMJC,                                        399.00,                                        -12.00,                                        -2.92,                                        405.00,                                        413.00,                                        390.10,"                                        101,403.00",                                        411.00
                                        275,SNLI,                                        571.00,                                        5.70,                                        1.01,                                        560.00,                                        577.00,                                        560.00,"                                        59,567.00",                                        565.30
                                        276,SONA,                                        418.50,                                        -5.60,                                        -1.32,                                        432.50,                                        432.90,                                        416.50,"                                        117,543.00",                                        424.10
                                        277,SPC,                                        680.00,                                        61.00,                                        9.85,                                        607.00,                                        680.00,                                        597.00,"                                        19,817.00",                                        619.00
                                        278,SPDL,                                        259.00,                                        -5.00,                                        -1.89,                                        267.90,                                        267.90,                                        256.00,"                                        64,883.00",                                        264.00
                                        279,SPHL,                                        463.00,                                        -16.50,                                        -3.44,                                        479.00,                                        497.00,                                        462.10,"                                        4,616.00",                                        479.50
                                        280,SPIL,                                        720.00,                                        -13.90,                                        -1.89,                                        734.00,                                        740.00,                                        715.50,"                                        18,774.00",                                        733.90
                                        281,SPL,                                        649.00,                                        -16.00,                                        -2.41,                                        678.30,                                        690.90,                                        636.30,"                                        3,761.00",                                        665.00
                                        282,SRBLD83,"                                        1,000.50",                                        0.30,                                        0.03,"                                        1,000.50","                                        1,000.50","                                        1,000.50",                                        10.00,"                                        1,000.20"
                                        283,SRLI,                                        428.10,                                        -6.90,                                        -1.59,                                        431.10,                                        440.10,                                        427.00,"                                        21,536.00",                                        435.00
                                        284,SSHL,                                        169.90,                                        -4.10,                                        -2.36,                                        176.00,                                        176.00,                                        167.10,"                                        66,978.00",                                        174.00
                                        285,STC,"                                        4,980.00",                                        -50.00,                                        -0.99,"                                        5,128.00","                                        5,128.00","                                        4,978.50","                                        2,015.00","                                        5,030.00"
                                        286,SWBBL,                                        722.00,                                        -6.00,                                        -0.82,                                        728.00,                                        730.00,                                        721.20,"                                        9,145.00",                                        728.00
                                        287,SWMF,                                        668.00,                                        -5.00,                                        -0.74,                                        659.80,                                        686.00,                                        659.80,"                                        5,533.00",                                        673.00
                                        288,TAMOR,                                        406.50,                                        -2.50,                                        -0.61,                                        403.20,                                        412.00,                                        403.20,"                                        54,245.00",                                        409.00
                                        289,TPC,                                        538.50,                                        -17.00,                                        -3.06,                                        556.00,                                        561.00,                                        538.00,"                                        3,337.00",                                        555.50
                                        290,TRH,                                        755.00,                                        -10.10,                                        -1.32,                                        779.00,                                        779.00,                                        755.00,"                                        3,146.00",                                        765.10
                                        291,TSHL,                                        530.00,                                        -5.00,                                        -0.93,                                        525.00,                                        544.90,                                        509.00,"                                        7,477.00",                                        535.00
                                        292,TVCL,                                        560.00,                                        -10.40,                                        -1.82,                                        581.50,                                        604.00,                                        559.00,"                                        17,893.00",                                        570.40
                                        293,UAIL,                                        522.00,                                        -13.00,                                        -2.43,                                        535.00,                                        540.00,                                        521.10,"                                        9,173.00",                                        535.00
                                        294,UHEWA,                                        360.00,                                        -7.00,                                        -1.91,                                        359.70,                                        369.00,                                        345.00,"                                        13,575.00",                                        367.00
                                        295,ULBSL,"                                        1,087.00",                                        -10.90,                                        -0.99,"                                        1,090.00","                                        1,100.00","                                        1,060.00",                                        525.00,"                                        1,097.90"
                                        296,ULHC,                                        330.00,                                        -4.00,                                        -1.20,                                        328.10,                                        335.20,                                        320.00,"                                        41,517.00",                                        334.00
                                        297,UMHL,                                        262.20,                                        -6.50,                                        -2.42,                                        267.00,                                        275.40,                                        259.00,"                                        83,400.00",                                        268.70
                                        298,UMRH,                                        358.00,                                        -14.00,                                        -3.76,                                        373.00,                                        377.00,                                        357.00,"                                        35,382.00",                                        372.00
                                        299,UNHPL,                                        252.00,                                        -8.00,                                        -3.08,                                        265.20,                                        265.20,                                        248.50,"                                        90,836.00",                                        260.00
                                        300,UNL,"                                        39,500.00",                                        414.00,                                        1.06,"                                        39,398.00","                                        39,788.90","                                        39,398.00",                                        50.00,"                                        39,086.00"
                                        301,UNLB,"                                        1,232.00",                                        -1.00,                                        -0.08,"                                        1,217.00","                                        1,274.90","                                        1,217.00","                                        1,480.00","                                        1,233.00"
                                        302,UPCL,                                        216.00,                                        -4.90,                                        -2.22,                                        217.10,                                        225.00,                                        215.60,"                                        93,202.00",                                        220.90
                                        303,UPPER,                                        198.90,                                        -4.10,                                        -2.02,                                        205.90,                                        205.90,                                        198.90,"                                        64,079.00",                                        203.00
                                        304,USHEC,                                        372.00,                                        -10.20,                                        -2.67,                                        382.00,                                        389.50,                                        371.10,"                                        19,779.00",                                        382.20
                                        305,USHL,                                        462.00,                                        -25.00,                                        -5.13,                                        477.50,                                        486.90,                                        460.00,"                                        5,027.00",                                        487.00
                                        306,USLB,"                                        1,050.00",                                        20.00,                                        1.94,"                                        1,028.00","                                        1,069.00","                                        1,010.00","                                        3,672.00","                                        1,030.00"
                                        307,VLBS,                                        604.80,                                        -12.20,                                        -1.98,                                        611.10,                                        617.00,                                        604.80,"                                        1,832.00",                                        617.00
                                        308,VLUCL,                                        519.00,                                        -14.10,                                        -2.64,                                        543.00,                                        543.00,                                        514.00,"                                        39,171.00",                                        533.10
                                        309,WNLB,                                        818.00,                                        18.00,                                        2.25,                                        800.00,                                        880.00,                                        800.00,                                        766.00,                                        800.00
